,OBJECTID,GEO_ID,LFN_ID,LF_NAME,FNODE,TNODE,ONE_WAY_DI,length_in_,GEO_ID_1,LTS,Shape_Leng,geometry,index_left,Count Date,8 Peak Hr Vehicle Volume,8 Peak Hr Pedestrian Volume
595,596,913809,10216,Nova Rd,13470030,13470013,0,91.9725267526,913809,2,0.00105509038752,"LINESTRING (616363.077161415 4830199.305079596, 616365.4225570578 4830203.599707029, 616368.2732303988 4830207.715278349, 616371.2456897181 4830211.564206383, 616374.6285558363 4830215.6183866, 616378.418591145 4830218.49689779, 616382.3232020322 4830221.515577798, 616386.5623048675 4830224.40019522, 616390.9221192063 4830226.637093078, 616395.3353747625 4830229.014997004, 616399.9018111201 4830230.777417433, 616404.1062925197 4830233.694515495, 616408.7374737101 4830235.252150938, 616412.9930263048 4830237.995198437, 616417.6044496268 4830239.816560956, 616422.1833996244 4830241.827292798, 616426.7412581299 4830243.898706837, 616431.5129517312 4830245.364883907, 616438.3733841314 4830247.749972402)","(1895.0,)","('10-03-2011',)",11001.0,348.0
612,613,913995,2597,The East Mall,13470147,13470084,0,257.607231576,913995,4,0.00241982603627,"LINESTRING (617508.1355191761 4829791.136103881, 617484.616273458 4829880.044584333, 617482.4822489128 4829887.506309503, 617480.2442572888 4829895.465968639, 617477.9843331869 4829902.92538802, 617475.6305125328 4829910.382862299, 617473.2055209668 4829918.339245331, 617470.7266677432 4829925.794729124, 617468.2168338087 4829933.249570746, 617465.5820407151 4829940.702122866, 617462.9161930084 4829948.154131554, 617460.1565176148 4829955.604496546, 617457.3337154912 4829963.053556232, 617454.4810186455 4829970.502192901, 617451.5332611629 4829977.949164501, 617448.4925496305 4829985.394408168, 617438.2359343921 4830008.209520709, 617427.1003722567 4830029.508578056, 617424.5963953363 4830033.970196297)","(889.0,)","('07-30-2013',)",13636.0,131.0
613,614,7324955,1575,Evans Ave,13470142,13470147,0,28.7078712235,7324955,4,0.000348385414568,"LINESTRING (617535.4310498511 4829800.017609783, 617508.1355191761 4829791.136103881)","(889.0,)","('07-30-2013',)",13636.0,131.0
623,624,913972,2603,The Queensway,13470082,13470132,0,529.698784649,913972,4,0.00629355008768,"LINESTRING (616507.0960663946 4830039.029870273, 616505.8338983126 4830038.877042593, 616500.9383565206 4830038.288678404, 616496.010743686 4830037.699460543, 616491.1382244687 4830037.611457069, 616486.2025736524 4830037.522159871, 616481.2971098224 4830037.433490957, 616476.3705076546 4830036.844505002, 616471.3709957009 4830036.754108715, 616470.5874361236 4830036.44994921, 616460.4461242247 4830036.056683816, 616449.4812122872 4830035.858733929, 616438.5632088663 4830034.661511062, 616427.6381113358 4830033.964335749, 616416.7442203611 4830033.267520647, 616405.8271521978 4830032.070367691, 616400.6329310727 4830031.738654722, 616395.5199253408 4830031.888327338, 616368.7312492685 4830030.236626298, 616340.855127124 4830026.617096041, 616313.2212737912 4830024.683883269, 616279.6714963131 4830020.790787973, 616228.3994631366 4830001.252876831, 616209.1191055328 4829992.31928929, 616184.7182679895 4829976.60187204, 616157.4964828443 4829957.676478475, 616133.8190833358 4829941.397111037, 616119.5229145765 4829930.76956703, 616046.5850477548 4829873.536548542, 616029.0082781626 4829857.64346922)","(914.0, 1814.0)","('01-21-2009', '05-27-2008')",23754.5,392.5
624,625,7283686,2198,North Queen St,13470013,13470082,0,219.772095999,7283686,4,0.00205440444509,"LINESTRING (616438.3733841314 4830247.749972402, 616507.0960663946 4830039.029870273)","(914.0,)","('01-21-2009',)",26239.0,684.0
629,630,914083,1575,Evans Ave,13470192,13470201,0,153.945179874,914083,4,0.0018673428962,"LINESTRING (616838.6300736533 4829568.749385373, 616719.5915470175 4829529.237930066, 616692.4017061845 4829520.695470043)","(1307.0,)","('03-06-2017',)",11843.0,251.0
630,631,7641251,1652,Gair Dr,13470192,13470211,0,92.5654530585,7641251,2,0.000867609112824,"LINESTRING (616838.6300736533 4829568.749385373, 616868.5723082742 4829481.173366305)","(1307.0,)","('03-06-2017',)",11843.0,251.0
631,632,14257759,17447,Sherway Gardens Rd,14257757,14256202,0,226.547462132,14257759,4,0.00209082655801,"LINESTRING (616819.2149881362 4830138.968941535, 616833.0632085043 4830096.236895836, 616840.8433382122 4830060.699257597, 616843.0689343067 4830040.710422117, 616841.9626053348 4830017.390508469, 616838.6299117353 4829995.18444954, 616816.5466689155 4829919.016142561)","(1847.0,)","('12-06-2011',)",9713.0,0.0
632,633,30073850,2603,The Queensway,14257757,13470082,0,328.679704166,30073850,4,0.00398661147719,"LINESTRING (616819.2149881362 4830138.968941535, 616705.0051075242 4830103.156597788, 616643.5614241016 4830077.834899139, 616614.8468532842 4830067.847194057, 616610.3221321086 4830065.76544132, 616605.7654070994 4830063.683034924, 616601.2007046336 4830062.10064631, 616596.6129875737 4830060.017707055, 616591.9842766535 4830058.434111235, 616587.3255218654 4830056.849896061, 616582.6658198445 4830055.265767639, 616578.0071316831 4830053.681660175, 616573.285455078 4830052.096260435, 616568.5548607112 4830051.010862263, 616563.8332527699 4830049.425470521, 616559.0717443133 4830048.339341594, 616554.2782297743 4830047.252759313, 616549.4857315067 4830046.166098285, 616544.6921415243 4830045.079521662, 616539.8686551563 4830043.992228759, 616535.0430611005 4830042.905002636, 616530.2105865236 4830042.317713666, 616525.3460391931 4830041.729670666, 616520.4594835356 4830040.641395114, 616515.5939909859 4830040.053342823, 616510.6993940537 4830039.464987879, 616507.0960663946 4830039.029870273)","(884.0, 914.0)","('12-15-2011', '01-21-2009')",28629.5,355.0
647,648,3324102,1243,Brown's Line,13470217,13470199,1,51.5880280161,3324102,4,0.000468088581135,"LINESTRING (617149.9241174127 4829471.62091165, 617149.6543291266 4829482.972877846, 617148.1084619422 4829497.986057582, 617143.132909846 4829522.622164465)","(890.0,)","('04-04-2017',)",17551.0,106.0
648,649,7641410,1243,Brown's Line,13470217,13470178,-1,190.453624154,7641410,4,0.00176452156798,"LINESTRING (617149.9241174127 4829471.62091165, 617143.6568029164 4829491.917684793, 617135.1152958104 4829520.263309288, 617132.5117351084 4829527.716225594, 617129.9801979995 4829534.670546866, 617127.5325361863 4829542.126289383, 617125.1249661411 4829549.082778775, 617122.8033776475 4829556.54062617, 617116.190145807 4829578.420161217, 617114.1573003749 4829585.383102448, 617112.1474381656 4829592.846500309, 617110.2315649691 4829600.311441166, 617101.6061937335 4829636.653911819, 617098.7611653599 4829650.601830136, 617098.4677197719 4829654.724225552)","(890.0,)","('04-04-2017',)",17551.0,106.0
649,650,14615205,10708,Evans Browns Li Ramp,14615206,13470217,0,74.6300286766,14615205,2,0.000757678052447,"LINESTRING (617121.5986662516 4829520.164764733, 617122.3471938235 4829516.032439209, 617122.8479120618 4829513.335400427, 617122.6733654741 4829510.038285239, 617122.2068620272 4829503.029770471, 617120.5257120057 4829493.999312459, 617120.44981322 4829489.497995935, 617121.3398853843 4829483.514096021, 617123.219557546 4829478.048143667, 617124.8112024569 4829475.130782846, 617127.9694185538 4829471.13398593, 617130.5232267258 4829469.370028475, 617133.2629220012 4829468.729722348, 617136.6681221483 4829467.952181179, 617140.7458132567 4829468.025048206, 617144.6654774277 4829468.935906541, 617149.9241174127 4829471.62091165)","(890.0,)","('04-04-2017',)",17551.0,106.0
656,657,913854,2597,The East Mall,13470060,13469998,0,196.495291782,913854,4,0.00188494164962,"LINESTRING (617377.4910928109 4830118.020688487, 617375.6316648719 4830122.576140419, 617370.5652389715 4830131.484400745, 617365.5068562223 4830139.892749781, 617360.3547435676 4830148.298561456, 617356.8259393194 4830156.73560463, 617353.2991202632 4830165.171685113, 617349.6545079331 4830173.105548806, 617346.0117887962 4830181.039547332, 617342.2332559611 4830189.471324777, 617338.4336609029 4830197.402679689, 617334.5721053263 4830205.332751721, 617330.6466248936 4830213.261806304, 617326.6591826362 4830221.189678103, 617322.6944906029 4830229.618005958, 617320.9347666007 4830233.586240595, 617319.2069050083 4830237.554833697, 617317.5730869574 4830241.525373495, 617316.0012446694 4830245.49689883, 617314.4912294092 4830249.46960688, 617313.0444215797 4830253.443421866, 617311.6903540244 4830257.418960713, 617310.3284101556 4830261.894217665, 617309.0694081074 4830265.87142135, 617307.9034379553 4830269.850253981, 617306.7602836967 4830274.329541811, 617305.6882881471 4830278.31011992, 617304.7012254556 4830282.79224067, 617299.0054670449 4830297.471093539)","(908.0,)","('09-04-2013',)",28554.0,222.0
670,671,30075775,1575,Evans Ave,13470179,13470192,0,254.150763095,30075775,4,0.00308179136097,"LINESTRING (617079.841852889 4829648.701384375, 617071.8412773845 4829646.114600717, 616996.7370651325 4829621.204890524, 616893.2464576069 4829586.878534696, 616838.6300736533 4829568.749385373)","(863.0, 1307.0)","('11-24-2016', '03-06-2017')",12821.0,229.5
674,675,7577035,1243,Brown's Line,13470462,13470438,0,98.6008143311,7577035,4,0.000928400262852,"LINESTRING (617444.6075252488 4828570.391325114, 617410.973248461 4828663.064500654)","(760.0,)","('11-26-2016',)",15384.0,542.0
686,687,3326929,1243,Brown's Line,13470438,13470382,0,164.652222774,3326929,4,0.00153733749377,"LINESTRING (617410.973248461 4828663.064500654, 617360.2372317933 4828819.682269372)","(760.0,)","('11-26-2016',)",15384.0,542.0
687,688,914437,1823,Horner Ave,13470438,13470447,0,104.557430485,914437,2,0.00126810925691,"LINESTRING (617410.973248461 4828663.064500654, 617311.6596985476 4828630.411534181)","(760.0,)","('11-26-2016',)",15384.0,542.0
689,690,11070075,1823,Horner Ave,13470431,13470438,0,94.4610814144,11070075,3,0.00114516044969,"LINESTRING (617500.6035173207 4828692.846750985, 617410.973248461 4828663.064500654)","(760.0,)","('11-26-2016',)",15384.0,542.0
693,694,14257769,17447,Sherway Gardens Rd,14256202,13990837,0,538.213313538,14257769,4,0.00586497415041,"LINESTRING (616816.5466689155 4829919.016142561, 616798.6077091084 4829836.460329387, 616793.0558078798 4829822.025361866, 616783.0596768296 4829804.259055258, 616684.2278312033 4829663.234901403, 616677.5649004858 4829655.462635591, 616668.6818649619 4829647.6891945, 616454.517578112 4829583.561865332)","(1847.0,)","('12-06-2011',)",9713.0,0.0
695,696,913770,2603,The Queensway,13469998,13470005,0,60.0622406602,913770,4,0.000724013049987,"LINESTRING (617299.0054670449 4830297.471093539, 617242.8092390038 4830276.293005729)","(908.0,)","('09-04-2013',)",28554.0,222.0
696,697,5674924,2597,The East Mall,13469998,13469836,0,523.193583418,5674924,4,0.00520810338468,"LINESTRING (617299.0054670449 4830297.471093539, 617272.5913733505 4830373.041457497, 617271.4082987622 4830376.531530467, 617262.1414124847 4830397.537329776, 617253.653279786 4830415.454026338, 617243.3147999375 4830433.279406259, 617232.2983978164 4830449.935667629, 617221.1286927891 4830465.064019226, 617209.6853245856 4830478.623291109, 617140.8855519186 4830554.835135091, 617126.8053487451 4830573.00129949, 617109.7322187988 4830594.847656476, 617099.7402845453 4830607.691831846, 617091.6455264339 4830619.423896106, 617085.4866984454 4830628.348828181, 617078.4289812645 4830641.249607241, 617069.784274117 4830658.039878005, 617061.0406691657 4830674.930240236, 617060.8575744065 4830675.268837082, 617057.9303022404 4830682.697537749, 617038.7015873683 4830743.473139264)","(908.0, 1053.0)","('09-04-2013', '06-07-2016')",22773.0,222.0
709,710,913544,1935,Kipling Ave,13469846,13469800,0,121.747778895,913544,4,0.00114543546516,"LINESTRING (618908.4204653342 4830710.327816909, 618907.0570824221 4830714.123960184, 618904.9211575302 4830720.064295325, 618902.9439897639 4830725.570532791, 618900.7953545251 4830731.54851022, 618891.8141997315 4830756.543806466, 618867.2529170769 4830824.88790233)","(565.0,)","('12-02-2014',)",33000.0,355.0
710,711,7641868,2603,The Queensway,13469800,13469823,0,187.505368982,7641868,4,0.00227535295276,"LINESTRING (618867.2529170769 4830824.88790233, 618695.1846295494 4830768.737135097, 618689.0645484178 4830766.597595992)","(565.0,)","('12-02-2014',)",33000.0,355.0
711,712,913479,1935,Kipling Ave,13469800,13469717,0,219.005383845,913479,4,0.00204817627739,"LINESTRING (618867.2529170769 4830824.88790233, 618798.304559105 4831032.727648016)","(565.0,)","('12-02-2014',)",33000.0,355.0
714,715,9879465,2603,The Queensway,13469787,13469800,0,105.903073913,9879465,4,0.00127765563942,"LINESTRING (618966.5094379127 4830861.776588529, 618867.2529170769 4830824.88790233)","(565.0,)","('12-02-2014',)",33000.0,355.0
719,720,914016,2652,Treeview Dr,13470161,13470100,0,279.686200413,914016,2,0.00261852146654,"LINESTRING (618195.6064609326 4829725.091490727, 618106.3391724722 4829990.111553847)","(2182.0,)","('01-10-2012',)",10375.0,109.0
720,721,7336700,1575,Evans Ave,13470100,13470116,0,205.6982181,7336700,4,0.00249627320544,"LINESTRING (618106.3391724722 4829990.111553847, 617910.7724401419 4829926.436530665)","(2182.0,)","('01-10-2012',)",10375.0,109.0
732,733,10618658,2603,The Queensway,13469954,13469998,0,461.421166476,10618658,4,0.00557857069492,"LINESTRING (617733.7496132875 4830451.829447848, 617555.9199441968 4830386.077474987, 617299.0054670449 4830297.471093539)","(567.0, 908.0, 1907.0)","('09-21-2009', '09-04-2013', '06-09-2010')",24752.666666666668,235.66666666666666
733,734,913692,1078,Atomic Ave,13469954,13469764,0,497.408300076,913692,3,0.00464938105864,"LINESTRING (617733.7496132875 4830451.829447848, 617600.2737175553 4830843.768426342, 617590.4084940364 4830872.485356074, 617585.4353781537 4830895.484207259, 617583.812674582 4830907.409232683, 617579.490665624 4830924.233697733)","(567.0,)","('09-21-2009',)",20873.0,428.0
734,735,7323524,1575,Evans Ave,13470092,13470100,0,107.223816583,7323524,4,0.00130032175613,"LINESTRING (618208.1119870298 4830023.820440945, 618106.3391724722 4829990.111553847)","(2182.0,)","('01-10-2012',)",10375.0,109.0
742,743,913257,1935,Kipling Ave,13469594,13469526,0,124.614860515,913257,4,0.00114422219322,"LINESTRING (618712.7644572579 4831298.67230072, 618711.2568432974 4831316.769945818, 618709.9487668569 4831334.666108046, 618708.1708047424 4831347.46062148, 618704.2829649657 4831363.845055231, 618686.8718847169 4831419.943227026)","(721.0,)","('11-01-2017',)",23183.0,255.0
753,754,30069646,1935,Kipling Ave,30069644,13469239,0,405.783589135,30069646,4,0.00379613738877,"LINESTRING (618625.5743510764 4831607.123488226, 618588.3192459756 4831720.877743933, 618497.3685181662 4831992.06501687)","(722.0,)","('01-27-2014',)",20231.0,300.0
761,762,912471,2597,The East Mall,13468824,13468751,0,83.5907701613,912471,4,0.0007926481377,"LINESTRING (616443.6521532105 4832483.242980025, 616443.2954559374 4832491.686758632, 616442.6374344097 4832503.508387199, 616440.4147673565 4832516.02376498, 616437.2714094674 4832528.906691584, 616434.2686330529 4832538.49220001, 616418.416530212 4832560.683271113)","(789.0,)","('09-18-2012',)",29287.0,742.0
783,784,913573,2198,North Queen St,13469836,13469872,0,259.140733414,913573,4,0.00313967711806,"LINESTRING (617038.7015873683 4830743.473139264, 616836.2906118484 4830674.376823289, 616793.3290339503 4830660.24277248)","(1053.0,)","('06-07-2016',)",16992.0,222.0
784,785,10636333,2597,The East Mall,13469836,13469731,0,270.539195149,10636333,4,0.00248128471544,"LINESTRING (617038.7015873683 4830743.473139264, 617028.6503039139 4830770.305431416, 617021.7351815165 4830791.449724821, 617012.9466419599 4830822.813783729, 617004.9267631305 4830854.696728081, 616999.6166772257 4830882.784323732, 616999.0829693016 4830890.261544226, 616997.8265224879 4830907.877514148, 616997.046732321 4830927.014064225, 616996.699229342 4830943.308498783, 616996.5434013068 4830952.260114166, 616996.8194606164 4830965.723367031, 616998.6097241297 4830984.36358568, 617004.3045496293 4831007.490872641)","(1053.0,)","('06-07-2016',)",16992.0,222.0
789,790,8771356,2597,The East Mall,13468751,13468606,0,162.30492037,8771356,4,0.00150883414299,"LINESTRING (616418.416530212 4832560.683271113, 616385.4161980612 4832648.848607777, 616382.0835980143 4832661.544231226, 616377.3107229483 4832686.095650488, 616375.9007356189 4832700.646174471, 616375.434859375 4832707.719676041, 616374.8901454635 4832716.00173087)","(789.0,)","('09-18-2012',)",29287.0,742.0
790,791,912460,458,Bloor St W,13468751,13468815,0,210.858444829,912460,4,0.00255005767021,"LINESTRING (616418.416530212 4832560.683271113, 616229.3661543031 4832493.563273523, 616219.7367911361 4832490.144326427)","(789.0,)","('09-18-2012',)",29287.0,742.0
797,798,913528,2198,North Queen St,13469789,13469836,0,334.045000752,913528,4,0.00405023320123,"LINESTRING (617355.5467424949 4830849.142062148, 617038.7015873683 4830743.473139264)","(1053.0,)","('06-07-2016',)",16992.0,222.0
800,801,3147575,2597,The East Mall,13469326,13469262,0,138.464789401,3147575,4,0.00127207914593,"LINESTRING (616808.4259906033 4831822.037890742, 616808.3656575481 4831822.38472923, 616807.7617343774 4831826.373940831, 616807.1906060077 4831830.363624557, 616806.7125576513 4831834.355031664, 616806.2744231692 4831837.847179331, 616805.9523554976 4831841.841406879, 616805.6612667332 4831845.836174764, 616805.4631140756 4831849.832563564, 616805.3299623511 4831853.830285892, 616805.2656746607 4831857.329053856, 616805.1935369732 4831861.327840373, 616805.0273788061 4831865.324787281, 616804.799989115 4831869.320666281, 616804.5086819545 4831873.315530426, 616804.1633404851 4831876.809296727, 616803.7070493764 4831881.301039282, 616803.2688473959 4831884.793086165, 616802.6964897201 4831888.782848854, 616802.0933010129 4831892.771973968, 616801.3960168657 4831896.759458056, 616800.6668118946 4831900.746385492, 616799.8536104568 4831904.231692592, 616799.0004244713 4831908.21625809, 616798.0531435718 4831912.199182654, 616797.0841080679 4831915.681872187, 616796.0119002103 4831919.662618265, 616794.9177979284 4831923.142827182, 616793.7207378468 4831927.121296274, 616792.4606343249 4831931.09866611, 616791.1484544624 4831934.575072419, 616789.8035564839 4831938.050908373, 616788.3884243863 4831942.0253755, 616786.8874066253 4831945.498389501, 616781.6385382873 4831956.680038385)","(901.0,)","('11-25-2014',)",13881.0,233.0
802,803,912870,9638,East Mall Cres,13469273,13469262,0,123.60526688,912870,4,0.00150447733451,"LINESTRING (616900.8508257468 4831934.430433312, 616888.3906855593 4831940.490868334, 616874.3631091338 4831947.005043661, 616866.8663452786 4831950.112039562, 616864.6213194948 4831951.042701119, 616853.0290378599 4831954.607974469, 616838.535921991 4831956.825010293, 616834.9739818467 4831957.080985188, 616828.8155123391 4831957.526056591, 616827.906604732 4831957.519792185, 616815.4740772953 4831957.443993899, 616781.6385382873 4831956.680038385)","(901.0,)","('11-25-2014',)",13881.0,233.0
805,806,8087218,558,Dundas St W,13468974,13469211,0,398.844360415,8087218,4,0.00426745144597,"LINESTRING (617660.7325783304 4832338.667968558, 617606.8261110125 4832268.880009876, 617554.063442544 4832195.188083037, 617508.8665989105 4832138.413834106, 617477.4311644132 4832107.003592949, 617396.3854004509 4832043.48718941)","(775.0,)","('03-12-2013',)",26144.0,533.0
813,814,8100106,558,Dundas St W,13469317,13469351,0,178.436396804,8100106,4,0.00216019007953,"LINESTRING (616986.8115642765 4831842.650501864, 616980.9433404213 4831840.992779078, 616971.562329161 4831837.823794715, 616962.1512222472 4831834.653099283, 616952.8011553229 4831831.485681385, 616943.4531305368 4831828.317213513, 616934.1350586275 4831825.1493819, 616924.8570457186 4831821.482307039, 616916.0917634323 4831818.824307906, 616907.3045795909 4831815.666182141, 616898.5093203393 4831813.007683287, 616889.7450298161 4831810.349936565, 616881.019851982 4831807.193028289, 616872.2864574168 4831804.535644326, 616863.5928272248 4831801.379110049, 616854.9302423443 4831798.223029125, 616846.268591046 4831795.067075918, 616837.605916218 4831791.911116358, 616829.0143470925 4831788.256353145, 616820.4145570032 4831785.101513425, 616818.2325000541 4831784.487264629)","(912.0,)","('02-14-2013',)",26788.0,850.0
814,815,8067017,9638,East Mall Cres,13469317,13469273,0,130.727977291,8067017,3,0.00139344948538,"LINESTRING (616986.8115642765 4831842.650501864, 616982.6770031778 4831856.564762394, 616979.2601967719 4831863.739557014, 616971.8687834056 4831878.577466155, 616963.6508694035 4831889.398301839, 616953.1472536353 4831901.076833496, 616941.5107352813 4831911.315159417, 616929.9008190205 4831919.021917447, 616921.0801276736 4831922.691818576, 616900.8508257468 4831934.430433312)","(912.0,)","('02-14-2013',)",26788.0,850.0
816,817,9722589,558,Dundas St W,13469306,13469317,0,55.2212983867,9722589,4,0.000672952038492,"LINESTRING (617039.8011391845 4831858.164786198, 616986.8115642765 4831842.650501864)","(912.0,)","('02-14-2013',)",26788.0,850.0
817,818,8087369,2597,The East Mall,13469262,13469206,0,150.940528051,8087369,3,0.00166610257468,"LINESTRING (616781.6385382873 4831956.680038385, 616779.323904686 4831959.081405971, 616753.5085760902 4831985.868984387, 616741.7656466899 4831998.882818236, 616728.8193148283 4832012.306012809, 616715.1736105683 4832022.556251832, 616713.9139610388 4832023.475661301, 616700.6053542306 4832033.173999502, 616667.1238737036 4832053.390327361)","(901.0, 2245.0)","('11-25-2014', '09-29-2014')",11228.0,424.0
819,820,912797,2831,Yarn Rd,13469129,13469206,0,209.427529424,912797,1,0.00237058385329,"LINESTRING (616831.6682448436 4832170.71618347, 616769.3063913193 4832148.857124032, 616761.5730183892 4832145.526819373, 616752.6700936239 4832141.278530681, 616741.3495033649 4832135.837729054, 616727.5997280264 4832127.196011291, 616717.6751048894 4832119.939420069, 616707.337845117 4832110.675231304, 616691.9485737372 4832088.657084962, 616682.097133982 4832072.596754455, 616667.1238737036 4832053.390327361)","(2245.0,)","('09-29-2014',)",8575.0,615.0
